Item_Type,Item_MRP,Outlet_Identifier,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
Dairy,263.0226,OUT013,Tier 3,Supermarket Type1,6079.4198
Fruits and Vegetables,76.2012,OUT017,Tier 2,Supermarket Type1,1669.8264
Canned,114.715,OUT035,Tier 2,Supermarket Type1,815.605
Fruits and Vegetables,64.251,OUT017,Tier 2,Supermarket Type1,1328.271
Dairy,54.893,OUT017,Tier 2,Supermarket Type1,679.116
Health and Hygiene,81.7618,OUT018,Tier 3,Supermarket Type2,966.7416
Household,171.1106,OUT017,Tier 2,Supermarket Type1,3593.3226
Snack Foods,58.7588,OUT019,Tier 1,Grocery Store,400.8116
Hard Drinks,124.2362,OUT045,Tier 2,Supermarket Type1,1887.543
Dairy,98.441,OUT019,Tier 1,Grocery Store,96.541
Breads,167.1184,OUT027,Tier 3,Supermarket Type3,2476.776
Meat,134.4942,OUT018,Tier 3,Supermarket Type2,1854.9188
Soft Drinks,74.9696,OUT017,Tier 2,Supermarket Type1,2162.5184
Meat,96.3094,OUT013,Tier 3,Supermarket Type1,666.4658
Frozen Foods,175.7712,OUT019,Tier 1,Grocery Store,351.5424
Frozen Foods,180.1976,OUT019,Tier 1,Grocery Store,181.0976
Frozen Foods,108.6912,OUT017,Tier 2,Supermarket Type1,2183.824
Fruits and Vegetables,188.0556,OUT017,Tier 2,Supermarket Type1,2065.3116
Hard Drinks,223.5088,OUT017,Tier 2,Supermarket Type1,4697.8848
Starchy Foods,96.1068,OUT013,Tier 3,Supermarket Type1,1846.9292
Snack Foods,186.3924,OUT046,Tier 1,Supermarket Type1,1665.8316
Health and Hygiene,97.7384,OUT013,Tier 3,Supermarket Type1,591.2304
Others,144.747,OUT019,Tier 1,Grocery Store,143.147
Household,231.201,OUT017,Tier 2,Supermarket Type1,6201.927
Fruits and Vegetables,47.5034,OUT013,Tier 3,Supermarket Type1,972.068
Household,211.9218,OUT027,Tier 3,Supermarket Type3,3419.5488
Baking Goods,45.2744,OUT045,Tier 2,Supermarket Type1,679.116
Dairy,54.2982,OUT049,Tier 1,Supermarket Type1,1104.5622
Snack Foods,60.4562,OUT035,Tier 2,Supermarket Type1,1777.686
Canned,116.7834,OUT013,Tier 3,Supermarket Type1,2303.668
Frozen Foods,110.0912,OUT035,Tier 2,Supermarket Type1,1965.4416
Canned,178.2686,OUT049,Tier 1,Supermarket Type1,1955.4546
Snack Foods,43.6744,OUT017,Tier 2,Supermarket Type1,407.4696
Canned,105.628,OUT049,Tier 1,Supermarket Type1,1384.864
Dairy,168.4158,OUT049,Tier 1,Supermarket Type1,1504.0422
Meat,197.7426,OUT017,Tier 2,Supermarket Type1,2570.6538
Baking Goods,73.838,OUT017,Tier 2,Supermarket Type1,1245.046
Household,248.175,OUT013,Tier 3,Supermarket Type1,3495.45
Frozen Foods,247.2776,OUT019,Tier 1,Grocery Store,743.0328
Canned,82.4934,OUT018,Tier 3,Supermarket Type2,982.7208
Snack Foods,107.0622,OUT046,Tier 1,Supermarket Type1,1376.2086
Fruits and Vegetables,172.5106,OUT035,Tier 2,Supermarket Type1,2053.3272
Baking Goods,152.3708,OUT035,Tier 2,Supermarket Type1,3159.8868
Frozen Foods,49.4376,OUT019,Tier 1,Grocery Store,191.7504
Fruits and Vegetables,40.8138,OUT027,Tier 3,Supermarket Type3,1543.3244
Canned,146.9418,OUT045,Tier 2,Supermarket Type1,1029.9926
Health and Hygiene,224.4404,OUT013,Tier 3,Supermarket Type1,1800.3232
Breakfast,40.048,OUT049,Tier 1,Supermarket Type1,399.48
Fruits and Vegetables,144.6102,OUT013,Tier 3,Supermarket Type1,2916.204
Dairy,175.3028,OUT027,Tier 3,Supermarket Type3,3719.1588
Snack Foods,262.2568,OUT046,Tier 1,Supermarket Type1,5273.136
Health and Hygiene,151.9682,OUT013,Tier 3,Supermarket Type1,3354.3004
Snack Foods,180.3318,OUT017,Tier 2,Supermarket Type1,3428.2042
Snack Foods,240.1564,OUT027,Tier 3,Supermarket Type3,7150.692
Baking Goods,81.8618,OUT019,Tier 1,Grocery Store,161.1236
Fruits and Vegetables,147.7734,OUT027,Tier 3,Supermarket Type3,4602.6754
Household,245.646,OUT027,Tier 3,Supermarket Type3,3695.19
Fruits and Vegetables,39.9454,OUT018,Tier 3,Supermarket Type2,377.5086
Meat,81.6276,OUT046,Tier 1,Supermarket Type1,1787.0072
Fruits and Vegetables,88.9198,OUT027,Tier 3,Supermarket Type3,3139.9128
Soft Drinks,189.7188,OUT046,Tier 1,Supermarket Type1,2285.0256
Canned,231.33,OUT013,Tier 3,Supermarket Type1,4660.6
Snack Foods,47.2744,OUT035,Tier 2,Supermarket Type1,679.116
Breads,145.8444,OUT027,Tier 3,Supermarket Type3,3773.7544
Soft Drinks,56.7614,OUT018,Tier 3,Supermarket Type2,1049.9666
Fruits and Vegetables,187.324,OUT045,Tier 2,Supermarket Type1,1864.24
Baking Goods,104.4332,OUT019,Tier 1,Grocery Store,307.5996
Baking Goods,262.1568,OUT010,Tier 3,Grocery Store,527.3136
Snack Foods,158.5578,OUT046,Tier 1,Supermarket Type1,2406.867
Fruits and Vegetables,43.2796,OUT018,Tier 3,Supermarket Type2,123.8388
Snack Foods,140.3838,OUT013,Tier 3,Supermarket Type1,1826.2894
Fruits and Vegetables,142.5786,OUT018,Tier 3,Supermarket Type2,3323.0078
Dairy,165.3526,OUT049,Tier 1,Supermarket Type1,3453.5046
Household,263.791,OUT018,Tier 3,Supermarket Type2,2103.928
Breads,121.8414,OUT010,Tier 3,Grocery Store,243.6828
Fruits and Vegetables,39.1164,OUT027,Tier 3,Supermarket Type3,1235.7248
Snack Foods,232.3668,OUT046,Tier 1,Supermarket Type1,3685.8688
Fruits and Vegetables,114.2492,OUT010,Tier 3,Grocery Store,463.3968
Hard Drinks,173.408,OUT013,Tier 3,Supermarket Type1,1038.648
Frozen Foods,62.0168,OUT027,Tier 3,Supermarket Type3,1534.0032
Household,251.8698,OUT049,Tier 1,Supermarket Type1,3551.3772
Canned,144.247,OUT045,Tier 2,Supermarket Type1,3149.234
Snack Foods,190.2872,OUT049,Tier 1,Supermarket Type1,4727.18
Snack Foods,173.5422,OUT049,Tier 1,Supermarket Type1,5000.8238
Household,150.3392,OUT018,Tier 3,Supermarket Type2,447.4176
Frozen Foods,60.2878,OUT018,Tier 3,Supermarket Type2,1151.1682
Breads,258.8988,OUT027,Tier 3,Supermarket Type3,3083.9856
Fruits and Vegetables,183.8292,OUT013,Tier 3,Supermarket Type1,2554.0088
Dairy,177.2028,OUT018,Tier 3,Supermarket Type2,3364.9532
Household,216.6192,OUT019,Tier 1,Grocery Store,215.7192
Canned,209.627,OUT018,Tier 3,Supermarket Type2,3984.813
Dairy,144.6102,OUT018,Tier 3,Supermarket Type2,2187.153
Canned,92.312,OUT019,Tier 1,Grocery Store,372.848
Baking Goods,40.1164,OUT035,Tier 2,Supermarket Type1,540.6296
Baking Goods,186.924,OUT018,Tier 3,Supermarket Type2,3169.208
Breads,229.0036,OUT017,Tier 2,Supermarket Type1,4326.3684
Baking Goods,94.1462,OUT046,Tier 1,Supermarket Type1,2221.1088
Dairy,63.0536,OUT017,Tier 2,Supermarket Type1,1225.072
Baking Goods,143.3128,OUT046,Tier 1,Supermarket Type1,1438.128
Canned,119.144,OUT018,Tier 3,Supermarket Type2,3235.788
Baking Goods,45.4744,OUT027,Tier 3,Supermarket Type3,1041.3112
Health and Hygiene,150.4734,OUT035,Tier 2,Supermarket Type1,890.8404
Snack Foods,93.0436,OUT027,Tier 3,Supermarket Type3,2363.59
Snack Foods,179.066,OUT017,Tier 2,Supermarket Type1,2696.49
Canned,163.2894,OUT035,Tier 2,Supermarket Type1,4530.1032
Household,175.237,OUT017,Tier 2,Supermarket Type1,2117.244
Baking Goods,121.8098,OUT049,Tier 1,Supermarket Type1,2048.6666
Baking Goods,106.7938,OUT013,Tier 3,Supermarket Type1,3215.814
Dairy,62.4536,OUT046,Tier 1,Supermarket Type1,1225.072
Snack Foods,154.434,OUT046,Tier 1,Supermarket Type1,1378.206
Meat,46.1718,OUT010,Tier 3,Grocery Store,94.5436
Snack Foods,146.576,OUT010,Tier 3,Grocery Store,439.428
Canned,94.4094,OUT018,Tier 3,Supermarket Type2,1047.3034
Snack Foods,43.4744,OUT046,Tier 1,Supermarket Type1,543.2928
Household,172.3422,OUT035,Tier 2,Supermarket Type1,2586.633
Frozen Foods,105.4622,OUT013,Tier 3,Supermarket Type1,952.7598
Baking Goods,84.654,OUT049,Tier 1,Supermarket Type1,1211.756
Canned,99.8674,OUT049,Tier 1,Supermarket Type1,2342.9502
Breads,95.9068,OUT027,Tier 3,Supermarket Type3,3207.8244
Frozen Foods,85.9566,OUT045,Tier 2,Supermarket Type1,1691.132
Meat,173.8738,OUT017,Tier 2,Supermarket Type1,2432.8332
Dairy,224.1772,OUT017,Tier 2,Supermarket Type1,2890.9036
Breads,40.6454,OUT017,Tier 2,Supermarket Type1,167.7816
Fruits and Vegetables,115.5834,OUT045,Tier 2,Supermarket Type1,1382.2008
Snack Foods,158.263,OUT049,Tier 1,Supermarket Type1,2659.871
Health and Hygiene,48.2034,OUT019,Tier 1,Grocery Store,97.2068
Dairy,60.1562,OUT035,Tier 2,Supermarket Type1,1599.9174
Baking Goods,150.005,OUT045,Tier 2,Supermarket Type1,1797.66
Canned,92.4146,OUT017,Tier 2,Supermarket Type1,1459.4336
Household,177.0712,OUT019,Tier 1,Grocery Store,351.5424
Snack Foods,51.9008,OUT017,Tier 2,Supermarket Type1,708.4112
Soft Drinks,153.8024,OUT027,Tier 3,Supermarket Type3,7741.9224
Fruits and Vegetables,109.3596,OUT045,Tier 2,Supermarket Type1,1186.4556
Fruits and Vegetables,80.9276,OUT018,Tier 3,Supermarket Type2,487.3656
Others,188.853,OUT035,Tier 2,Supermarket Type1,3225.801
Baking Goods,96.5726,OUT013,Tier 3,Supermarket Type1,2251.0698
Snack Foods,244.317,OUT027,Tier 3,Supermarket Type3,8262.578
Household,114.3176,OUT045,Tier 2,Supermarket Type1,1946.7992
Snack Foods,264.5568,OUT018,Tier 3,Supermarket Type2,6327.7632
Baking Goods,91.8462,OUT045,Tier 2,Supermarket Type1,2313.655
Dairy,184.824,OUT046,Tier 1,Supermarket Type1,3355.632
Baking Goods,102.3016,OUT045,Tier 2,Supermarket Type1,1619.2256
Household,246.646,OUT046,Tier 1,Supermarket Type1,2463.46
Meat,230.5352,OUT019,Tier 1,Grocery Store,687.1056
Fruits and Vegetables,252.3356,OUT046,Tier 1,Supermarket Type1,3815.034
Fruits and Vegetables,89.7856,OUT027,Tier 3,Supermarket Type3,966.7416
Meat,113.2202,OUT018,Tier 3,Supermarket Type2,2025.3636
Snack Foods,148.4418,OUT045,Tier 2,Supermarket Type1,4119.9704
Health and Hygiene,99.0384,OUT010,Tier 3,Grocery Store,197.0768
Frozen Foods,94.4094,OUT013,Tier 3,Supermarket Type1,2856.282
Frozen Foods,195.5478,OUT035,Tier 2,Supermarket Type1,4262.4516
Household,228.4668,OUT017,Tier 2,Supermarket Type1,2534.0348
Frozen Foods,181.6292,OUT013,Tier 3,Supermarket Type1,2371.5796
Fruits and Vegetables,37.9848,OUT035,Tier 2,Supermarket Type1,782.9808
Fruits and Vegetables,226.6036,OUT017,Tier 2,Supermarket Type1,6831.108
Fruits and Vegetables,170.5422,OUT017,Tier 2,Supermarket Type1,2759.0752
Dairy,95.141,OUT035,Tier 2,Supermarket Type1,2220.443
Baking Goods,150.4708,OUT013,Tier 3,Supermarket Type1,2106.5912
Household,159.5604,OUT013,Tier 3,Supermarket Type1,1901.5248
Household,117.615,OUT013,Tier 3,Supermarket Type1,1514.695
Frozen Foods,41.8454,OUT019,Tier 1,Grocery Store,41.9454
Snack Foods,197.5452,OUT035,Tier 2,Supermarket Type1,4306.3944
Fruits and Vegetables,247.2092,OUT035,Tier 2,Supermarket Type1,3486.1288
Fruits and Vegetables,36.6506,OUT018,Tier 3,Supermarket Type2,455.4072
Snack Foods,120.1098,OUT045,Tier 2,Supermarket Type1,2892.2352
Fruits and Vegetables,216.4166,OUT045,Tier 2,Supermarket Type1,2830.3158
Health and Hygiene,130.7942,OUT045,Tier 2,Supermarket Type1,2782.3782
Frozen Foods,105.4622,OUT035,Tier 2,Supermarket Type1,1905.5196
Frozen Foods,120.2098,OUT018,Tier 3,Supermarket Type2,602.549
Snack Foods,210.6612,OUT049,Tier 1,Supermarket Type1,2508.7344
Health and Hygiene,264.1884,OUT019,Tier 1,Grocery Store,264.9884
Fruits and Vegetables,160.4262,OUT045,Tier 2,Supermarket Type1,3182.524
Frozen Foods,39.8506,OUT019,Tier 1,Grocery Store,37.9506
Dairy,242.1538,OUT035,Tier 2,Supermarket Type1,4326.3684
Fruits and Vegetables,123.373,OUT035,Tier 2,Supermarket Type1,2093.941
Snack Foods,60.6562,OUT018,Tier 3,Supermarket Type2,592.562
Frozen Foods,55.5588,OUT027,Tier 3,Supermarket Type3,1145.176
Others,40.248,OUT045,Tier 2,Supermarket Type1,319.584
Fruits and Vegetables,191.1504,OUT046,Tier 1,Supermarket Type1,1725.7536
Fruits and Vegetables,177.3002,OUT035,Tier 2,Supermarket Type1,3044.7034
Household,118.515,OUT018,Tier 3,Supermarket Type2,1398.18
Dairy,74.8012,OUT019,Tier 1,Grocery Store,303.6048
Others,106.128,OUT035,Tier 2,Supermarket Type1,1917.504
Fruits and Vegetables,160.1578,OUT027,Tier 3,Supermarket Type3,3048.6982
Soft Drinks,111.8518,OUT018,Tier 3,Supermarket Type2,2277.036
Dairy,246.9802,OUT049,Tier 1,Supermarket Type1,5896.3248
Baking Goods,240.3538,OUT049,Tier 1,Supermarket Type1,4086.0146
Breads,65.7826,OUT046,Tier 1,Supermarket Type1,968.739
Starchy Foods,125.6046,OUT049,Tier 1,Supermarket Type1,1618.5598
Health and Hygiene,164.5526,OUT027,Tier 3,Supermarket Type3,2302.3364
Canned,154.8972,OUT046,Tier 1,Supermarket Type1,1713.7692
Snack Foods,190.8872,OUT019,Tier 1,Grocery Store,945.436
Household,120.1124,OUT045,Tier 2,Supermarket Type1,1896.1984
Health and Hygiene,96.7384,OUT035,Tier 2,Supermarket Type1,2759.0752
Breads,84.6908,OUT035,Tier 2,Supermarket Type1,1006.6896
Canned,253.1014,OUT018,Tier 3,Supermarket Type2,2805.0154
Baking Goods,95.9726,OUT017,Tier 2,Supermarket Type1,2153.1972
Snack Foods,213.5902,OUT049,Tier 1,Supermarket Type1,4460.1942
Meat,89.4172,OUT013,Tier 3,Supermarket Type1,1605.9096
Household,174.1396,OUT027,Tier 3,Supermarket Type3,4012.1108
Meat,199.0426,OUT035,Tier 2,Supermarket Type1,3361.6242
Health and Hygiene,156.9604,OUT027,Tier 3,Supermarket Type3,4278.4308
Seafood,169.7764,OUT049,Tier 1,Supermarket Type1,3263.7516
Health and Hygiene,97.2384,OUT027,Tier 3,Supermarket Type3,2660.5368
Frozen Foods,82.8592,OUT035,Tier 2,Supermarket Type1,908.1512
Canned,49.5376,OUT046,Tier 1,Supermarket Type1,1198.44
Seafood,109.4596,OUT027,Tier 3,Supermarket Type3,1833.6132
Meat,48.1718,OUT017,Tier 2,Supermarket Type1,756.3488
Dairy,171.6422,OUT013,Tier 3,Supermarket Type1,3793.7284
Frozen Foods,118.9466,OUT045,Tier 2,Supermarket Type1,353.5398
Canned,61.922,OUT035,Tier 2,Supermarket Type1,1557.972
Baking Goods,195.811,OUT017,Tier 2,Supermarket Type1,2553.343
Baking Goods,232.7616,OUT013,Tier 3,Supermarket Type1,2812.3392
Breakfast,101.1358,OUT013,Tier 3,Supermarket Type1,1105.8938
Hard Drinks,46.206,OUT027,Tier 3,Supermarket Type3,1304.968
Dairy,229.9352,OUT017,Tier 2,Supermarket Type1,2519.3872
Snack Foods,120.9072,OUT018,Tier 3,Supermarket Type2,2817.6656
Others,105.528,OUT013,Tier 3,Supermarket Type1,2024.032
Dairy,263.791,OUT045,Tier 2,Supermarket Type1,4207.856
Meat,183.1608,OUT017,Tier 2,Supermarket Type1,2756.412
Snack Foods,242.7828,OUT013,Tier 3,Supermarket Type1,3167.8764
Canned,145.9418,OUT035,Tier 2,Supermarket Type1,1765.7016
Fruits and Vegetables,161.592,OUT027,Tier 3,Supermarket Type3,4314.384
Snack Foods,107.4622,OUT045,Tier 2,Supermarket Type1,529.311
Fruits and Vegetables,233.2958,OUT046,Tier 1,Supermarket Type1,4206.5244
Household,124.802,OUT010,Tier 3,Grocery Store,253.004
Hard Drinks,191.6846,OUT046,Tier 1,Supermarket Type1,3057.3536
Soft Drinks,231.8958,OUT027,Tier 3,Supermarket Type3,8413.0488
Baking Goods,196.5452,OUT017,Tier 2,Supermarket Type1,3131.9232
Household,253.2698,OUT045,Tier 2,Supermarket Type1,2283.0282
Frozen Foods,243.6802,OUT017,Tier 2,Supermarket Type1,5896.3248
Household,256.4646,OUT018,Tier 3,Supermarket Type2,515.3292
Baking Goods,226.1404,OUT046,Tier 1,Supermarket Type1,3375.606
Snack Foods,130.0284,OUT017,Tier 2,Supermarket Type1,3559.3668
Fruits and Vegetables,88.9856,OUT035,Tier 2,Supermarket Type1,1669.8264
Fruits and Vegetables,194.8794,OUT010,Tier 3,Grocery Store,585.2382
Household,165.1868,OUT017,Tier 2,Supermarket Type1,2784.3756
Dairy,151.934,OUT013,Tier 3,Supermarket Type1,306.268
Health and Hygiene,116.3492,OUT013,Tier 3,Supermarket Type1,2548.6824
Snack Foods,259.4646,OUT035,Tier 2,Supermarket Type1,2061.3168
Household,172.3106,OUT027,Tier 3,Supermarket Type3,5475.5392
Canned,185.6924,OUT045,Tier 2,Supermarket Type1,3331.6632
Breads,163.1184,OUT035,Tier 2,Supermarket Type1,3467.4864
Breakfast,232.0326,OUT045,Tier 2,Supermarket Type1,3003.4238
Fruits and Vegetables,130.6652,OUT010,Tier 3,Grocery Store,258.3304
Canned,187.3214,OUT046,Tier 1,Supermarket Type1,4333.6922
Fruits and Vegetables,45.2402,OUT018,Tier 3,Supermarket Type2,1148.505
Hard Drinks,143.5128,OUT049,Tier 1,Supermarket Type1,2444.8176
Household,221.2456,OUT019,Tier 1,Grocery Store,663.1368
Household,214.1218,OUT013,Tier 3,Supermarket Type1,4488.1578
Snack Foods,115.1834,OUT045,Tier 2,Supermarket Type1,1382.2008
Fruits and Vegetables,211.5586,OUT027,Tier 3,Supermarket Type3,4432.2306
Health and Hygiene,150.9024,OUT049,Tier 1,Supermarket Type1,3795.06
Canned,92.2488,OUT017,Tier 2,Supermarket Type1,814.9392
Fruits and Vegetables,42.0796,OUT045,Tier 2,Supermarket Type1,454.0756
Soft Drinks,243.5486,OUT010,Tier 3,Grocery Store,488.6972
Canned,125.5046,OUT035,Tier 2,Supermarket Type1,3237.1196
Canned,266.8884,OUT017,Tier 2,Supermarket Type1,1059.9536
Household,220.8456,OUT027,Tier 3,Supermarket Type3,4199.8664
Meat,100.5042,OUT018,Tier 3,Supermarket Type2,1884.8798
Meat,196.8452,OUT046,Tier 1,Supermarket Type1,3523.4136
Fruits and Vegetables,125.5388,OUT013,Tier 3,Supermarket Type1,2105.2596
Hard Drinks,235.9616,OUT017,Tier 2,Supermarket Type1,1874.8928
Snack Foods,125.2704,OUT018,Tier 3,Supermarket Type2,2628.5784
Frozen Foods,214.5534,OUT013,Tier 3,Supermarket Type1,3440.8544
Frozen Foods,120.9098,OUT045,Tier 2,Supermarket Type1,1687.1372
Meat,102.599,OUT045,Tier 2,Supermarket Type1,2063.98
Breads,44.0402,OUT019,Tier 1,Grocery Store,91.8804
Household,160.7894,OUT018,Tier 3,Supermarket Type2,1617.894
Fruits and Vegetables,140.6154,OUT027,Tier 3,Supermarket Type3,4538.0928
Fruits and Vegetables,233.8642,OUT018,Tier 3,Supermarket Type2,2323.642
Snack Foods,172.4422,OUT045,Tier 2,Supermarket Type1,4483.4972
Meat,139.918,OUT013,Tier 3,Supermarket Type1,419.454
Dairy,221.1114,OUT046,Tier 1,Supermarket Type1,4434.228
Snack Foods,111.1912,OUT046,Tier 1,Supermarket Type1,1965.4416
Snack Foods,264.0568,OUT035,Tier 2,Supermarket Type1,2109.2544
Snack Foods,229.0352,OUT035,Tier 2,Supermarket Type1,2290.352
Fruits and Vegetables,178.437,OUT027,Tier 3,Supermarket Type3,3175.866
Fruits and Vegetables,169.279,OUT035,Tier 2,Supermarket Type1,2376.906
Frozen Foods,257.7304,OUT045,Tier 2,Supermarket Type1,5683.2688
Dairy,95.541,OUT049,Tier 1,Supermarket Type1,1544.656
Fruits and Vegetables,179.7318,OUT049,Tier 1,Supermarket Type1,2165.1816
Frozen Foods,122.4098,OUT027,Tier 3,Supermarket Type3,3012.745
Frozen Foods,109.9228,OUT018,Tier 3,Supermarket Type2,1547.3192
Meat,58.3562,OUT027,Tier 3,Supermarket Type3,1125.8678
Others,107.5912,OUT046,Tier 1,Supermarket Type1,1528.6768
Household,143.347,OUT045,Tier 2,Supermarket Type1,858.882
Canned,153.2998,OUT027,Tier 3,Supermarket Type3,3998.7948
Fruits and Vegetables,57.1272,OUT035,Tier 2,Supermarket Type1,279.636
Dairy,75.0354,OUT046,Tier 1,Supermarket Type1,902.8248
Soft Drinks,145.7128,OUT027,Tier 3,Supermarket Type3,4026.7584
Frozen Foods,143.1154,OUT017,Tier 2,Supermarket Type1,2410.8618
Snack Foods,131.2626,OUT017,Tier 2,Supermarket Type1,2098.6016
Health and Hygiene,103.8674,OUT045,Tier 2,Supermarket Type1,509.337
Baking Goods,133.1626,OUT027,Tier 3,Supermarket Type3,2492.0894
Soft Drinks,144.3444,OUT018,Tier 3,Supermarket Type2,1161.1552
Breakfast,232.73,OUT018,Tier 3,Supermarket Type2,6291.81
Household,125.602,OUT049,Tier 1,Supermarket Type1,3036.048
Household,192.8504,OUT013,Tier 3,Supermarket Type1,2876.256
Fruits and Vegetables,102.0332,OUT010,Tier 3,Grocery Store,102.5332
Snack Foods,150.4734,OUT046,Tier 1,Supermarket Type1,2078.6276
Snack Foods,148.2734,OUT035,Tier 2,Supermarket Type1,3266.4148
Frozen Foods,85.2908,OUT013,Tier 3,Supermarket Type1,671.1264
Canned,183.3924,OUT046,Tier 1,Supermarket Type1,3146.5708
Household,170.9106,OUT013,Tier 3,Supermarket Type1,3251.1014
Dairy,240.8222,OUT018,Tier 3,Supermarket Type2,3585.333
Fruits and Vegetables,55.9246,OUT010,Tier 3,Grocery Store,405.4722
Snack Foods,214.6218,OUT045,Tier 2,Supermarket Type1,1923.4962
Seafood,159.5604,OUT045,Tier 2,Supermarket Type1,2852.2872
Fruits and Vegetables,259.0646,OUT046,Tier 1,Supermarket Type1,4380.2982
Fruits and Vegetables,264.2252,OUT017,Tier 2,Supermarket Type1,3934.878
Fruits and Vegetables,191.653,OUT049,Tier 1,Supermarket Type1,5313.084
Fruits and Vegetables,103.099,OUT018,Tier 3,Supermarket Type2,722.393
Soft Drinks,92.5436,OUT049,Tier 1,Supermarket Type1,1607.2412
Snack Foods,78.396,OUT035,Tier 2,Supermarket Type1,1438.128
Snack Foods,101.299,OUT045,Tier 2,Supermarket Type1,722.393
Soft Drinks,112.0518,OUT019,Tier 1,Grocery Store,113.8518
Hard Drinks,150.5392,OUT018,Tier 3,Supermarket Type2,1043.9744
Meat,110.9544,OUT018,Tier 3,Supermarket Type2,335.5632
Snack Foods,119.8124,OUT017,Tier 2,Supermarket Type1,4029.4216
Breads,78.7986,OUT018,Tier 3,Supermarket Type2,856.8846
Household,149.4392,OUT035,Tier 2,Supermarket Type1,1640.5312
Frozen Foods,262.3594,OUT035,Tier 2,Supermarket Type1,3924.891
Household,176.1712,OUT027,Tier 3,Supermarket Type3,3691.1952
Fruits and Vegetables,128.8994,OUT013,Tier 3,Supermarket Type1,2055.9904
Snack Foods,81.2302,OUT046,Tier 1,Supermarket Type1,2059.9852
Household,46.2086,OUT027,Tier 3,Supermarket Type3,802.9548
Meat,185.2608,OUT045,Tier 2,Supermarket Type1,2940.1728
Snack Foods,240.6222,OUT027,Tier 3,Supermarket Type3,4302.3996
Dairy,248.9092,OUT010,Tier 3,Grocery Store,498.0184
Canned,74.767,OUT013,Tier 3,Supermarket Type1,2220.443
Fruits and Vegetables,145.3418,OUT018,Tier 3,Supermarket Type2,2354.2688
Health and Hygiene,266.2884,OUT049,Tier 1,Supermarket Type1,2914.8724
Frozen Foods,160.6578,OUT018,Tier 3,Supermarket Type2,2246.4092
Health and Hygiene,211.7244,OUT045,Tier 2,Supermarket Type1,2752.4172
Baking Goods,35.6848,OUT045,Tier 2,Supermarket Type1,335.5632
Breads,156.1314,OUT035,Tier 2,Supermarket Type1,2792.3652
Canned,92.7778,OUT046,Tier 1,Supermarket Type1,1032.6558
Starchy Foods,173.908,OUT018,Tier 3,Supermarket Type2,1211.756
Household,244.3144,OUT049,Tier 1,Supermarket Type1,5635.3312
Canned,98.77,OUT045,Tier 2,Supermarket Type1,1697.79
Soft Drinks,114.386,OUT049,Tier 1,Supermarket Type1,1018.674
Soft Drinks,146.9102,OUT018,Tier 3,Supermarket Type2,1749.7224
Dairy,261.291,OUT013,Tier 3,Supermarket Type1,10256.649
Breakfast,153.7682,OUT035,Tier 2,Supermarket Type1,1829.6184
Snack Foods,234.859,OUT018,Tier 3,Supermarket Type2,1181.795
Dairy,263.6226,OUT035,Tier 2,Supermarket Type1,6608.065
Snack Foods,156.1288,OUT046,Tier 1,Supermarket Type1,2828.3184
Health and Hygiene,98.9726,OUT018,Tier 3,Supermarket Type2,1565.9616
Seafood,33.9216,OUT045,Tier 2,Supermarket Type1,830.9184
